




##########################################################################################
#CLERIC SPELL ACCESS FOR RAINBOW Servant##################################################
##########################################################################################
Arcane Cleric Spell 3 (Affliction)	KEY:Arcane Cleric Spell ~ Affliction	CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level3	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=3|Affliction	COST:0	PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=3
Arcane Domain Spell 7 (Scrying (Greater))		KEY:Arcane Dream SOURCELONG Domain Spell ~ Scrying (Greater)			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Scrying (Greater)		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Domain Spell 7 (Scrying (Greater))		KEY:Arcane Oracle  Domain Spell ~ Scrying (Greater)			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Scrying (Greater)		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Domain Spell 7 (Scrying (Greater))		KEY:Arcane Planning  Domain Spell ~ Scrying (Greater)			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Scrying (Greater)		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Domain Spell 7 (Shadow Conjuration (Greater))		KEY:Arcane Shadow  Domain Spell ~ Shadow Conjuration (Greater)			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Shadow Conjuration (Greater)		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Domain Spell 7 (Shadow Walk)		KEY:Arcane Darkness  Domain Spell ~ Shadow Walk			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Shadow Walk		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Domain Spell 7 (Shadow Walk)		KEY:Arcane Halfling  Domain Spell ~ Shadow Walk			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Shadow Walk		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Domain Spell 7 (Shadow Walk)		KEY:Arcane Sloth  Domain Spell ~ Shadow Walk			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Shadow Walk		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Domain Spell 7 (Song of Discord)		KEY:Arcane Passion  Domain Spell ~ Song of Discord			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Song of Discord		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Domain Spell 7 (Spell Turning)		KEY:Arcane Luck  Domain Spell ~ Spell Turning			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Spell Turning		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Domain Spell 7 (Spell Turning)		KEY:Arcane Magic  Domain Spell ~ Spell Turning			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Spell Turning		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Domain Spell 7 (Spell Turning)		KEY:Arcane Meditation  Domain Spell ~ Spell Turning			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Spell Turning		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Domain Spell 7 (Spell Turning)		KEY:Arcane Retribution  Domain Spell ~ Spell Turning			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Spell Turning		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Domain Spell 7 (Starmantle)		KEY:Arcane Joy  Domain Spell ~ Starmantle			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Starmantle		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Domain Spell 7 (Stone Spiders)		KEY:Arcane Spider  Domain Spell ~ Stone Spiders			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Stone Spiders		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Domain Spell 7 (Stone to Flesh)		KEY:Arcane Gluttony  Domain Spell ~ Stone to Flesh			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Stone to Flesh		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Domain Spell 7 (Suggestion (Mass))		KEY:Arcane Domination  Domain Spell ~ Suggestion (Mass)			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Suggestion (Mass)		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Domain Spell 7 (Summon Monster VII)		KEY:Arcane Summoner  Domain Spell ~ Summon Monster VII			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Summon Monster VII		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Domain Spell 7 (Sunbeam)		KEY:Arcane Glory  Domain Spell ~ Sunbeam			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Sunbeam		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Domain Spell 7 (Sunbeam)		KEY:Arcane Sun  Domain Spell ~ Sunbeam			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Sunbeam		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Domain Spell 7 (Teleport (Greater))		KEY:Arcane Travel  Domain Spell ~ Teleport (Greater)			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Teleport (Greater)		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Domain Spell 7 (Teleport Object)		KEY:Arcane Greed  Domain Spell ~ Teleport Object			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Teleport Object		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Domain Spell 7 (Transmute Metal to Wood)		KEY:Arcane Metal  Domain Spell ~ Transmute Metal to Wood			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Transmute Metal to Wood		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Domain Spell 7 (Urban Shield)		KEY:Arcane City  Domain Spell ~ Urban Shield			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Urban Shield		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Domain Spell 7 (Vipergout)		KEY:Arcane Scalykind  Domain Spell ~ Vipergout			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Vipergout		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Domain Spell 7 (Visage of the Deity (Greater))		KEY:Arcane Mysticism  Domain Spell ~ Visage of the Deity (Greater)			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Visage of the Deity (Greater)		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Domain Spell 7 (Vision)		KEY:Arcane Fate  Domain Spell ~ Vision			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Vision		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Domain Spell 7 (Vision)		KEY:Arcane Fate OUTPUTNAME Domain Spell ~ Vision			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Vision		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Domain Spell 7 (Vitrify)		KEY:Arcane Sand  Domain Spell ~ Vitrify			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Vitrify		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Domain Spell 7 (Waterspout)		KEY:Arcane Ocean  Domain Spell ~ Waterspout			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Waterspout		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Domain Spell 7 (Wave of Pain)		KEY:Arcane Pain  Domain Spell ~ Wave of Pain			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Wave of Pain		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Domain Spell 7 (Waves of Exhaustion)		KEY:Arcane Suffering  Domain Spell ~ Waves of Exhaustion			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Waves of Exhaustion		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Domain Spell 7 (Whirlwind of Teeth)		KEY:Arcane Bestial  Domain Spell ~ Whirlwind of Teeth			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Whirlwind of Teeth		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Domain Spell 7 (Withering Palm)		KEY:Arcane Decay  Domain Spell ~ Withering Palm			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Withering Palm		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Domain Spell 7 (Word of Balance)		KEY:Arcane Balance  Domain Spell ~ Word of Balance			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Word of Balance		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Domain Spell 7 (Word of Chaos)		KEY:Arcane Chaos  Domain Spell ~ Word of Chaos			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Word of Chaos		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Domain Spell 7 (Word of Chaos)		KEY:Arcane Drow  Domain Spell ~ Word of Chaos			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level7	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=7|Word of Chaos		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=7
Arcane Domain Spell 8 (Analyze Dweomer)		KEY:Arcane Commerce  Domain Spell ~ Analyze Dweomer			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Analyze Dweomer		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Animal Shapes)		KEY:Arcane Moon  Domain Spell ~ Animal Shapes			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Animal Shapes		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Animal Shapes)		KEY:Arcane Scalykind  Domain Spell ~ Animal Shapes			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Animal Shapes		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Animate Plants)		KEY:Arcane Life  Domain Spell ~ Animate Plants			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Animate Plants		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Antimagic Field)		KEY:Arcane Spell  Domain Spell ~ Antimagic Field			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Antimagic Field		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Antipathy)		KEY:Arcane Hatred  Domain Spell ~ Antipathy			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Antipathy		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Avascular Mass)		KEY:Arcane Deathbound  Domain Spell ~ Avascular Mass			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Avascular Mass		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Befoul)		KEY:Arcane Corruption  Domain Spell ~ Befoul			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Befoul		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Bite of the King)		KEY:Arcane Gluttony  Domain Spell ~ Bite of the King			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Bite of the King		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Bite of the King)		KEY:Arcane Hunger  Domain Spell ~ Bite of the King			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Bite of the King		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Blink (Greater))		KEY:Arcane Celerity  Domain Spell ~ Blink (Greater)			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Blink (Greater)		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Blink (Improved))		KEY:Arcane Celerity  Domain Spell ~ Blink (Improved)			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Blink (Improved)		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Charm Monster (Mass))		KEY:Arcane Mentalism  Domain Spell ~ Charm Monster (Mass)			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Charm Monster (Mass)		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Charm Monster (Mass))		KEY:Arcane Tyranny  Domain Spell ~ Charm Monster (Mass)			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Charm Monster (Mass)		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (City's Might)		KEY:Arcane City  Domain Spell ~ City's Might			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|City's Might		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Clenched Fist)		KEY:Arcane Strength  Domain Spell ~ Clenched Fist			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Clenched Fist		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Cloak of Chaos)		KEY:Arcane Chaos  Domain Spell ~ Cloak of Chaos			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Cloak of Chaos		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Cloak of Chaos)		KEY:Arcane Orc  Domain Spell ~ Cloak of Chaos			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Cloak of Chaos		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Control Plants)		KEY:Arcane Plant  Domain Spell ~ Control Plants			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Control Plants		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Create Greater Deathless)		KEY:Arcane Deathless  Domain Spell ~ Create Greater Deathless			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Create Greater Deathless		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Create Greater Undead)		KEY:Arcane Death  Domain Spell ~ Create Greater Undead			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Create Greater Undead		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Create Greater Undead)		KEY:Arcane Necromancy  Domain Spell ~ Create Greater Undead			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Create Greater Undead		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Create Greater Undead)		KEY:Arcane Pestilence  Domain Spell ~ Create Greater Undead			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Create Greater Undead		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Creeping Doom)		KEY:Arcane Spider  Domain Spell ~ Creeping Doom			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Creeping Doom		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Crown of Glory)		KEY:Arcane Glory  Domain Spell ~ Crown of Glory			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Crown of Glory		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Crown of Glory)		KEY:Arcane Herald  Domain Spell ~ Crown of Glory			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Crown of Glory		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Cure Critical Wounds (Mass))		KEY:Arcane Healing  Domain Spell ~ Cure Critical Wounds (Mass)			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Cure Critical Wounds (Mass)		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Death Pact)		KEY:Arcane Pact  Domain Spell ~ Death Pact			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Death Pact		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Demand)		KEY:Arcane Charm  Domain Spell ~ Demand			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Demand		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Demand)		KEY:Arcane Diabolic  Domain Spell ~ Demand			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Demand		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Demand)		KEY:Arcane Nobility  Domain Spell ~ Demand			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Demand		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Desert Binding)		KEY:Arcane Sand  Domain Spell ~ Desert Binding			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Desert Binding		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Detoxify)		KEY:Arcane Feast  Domain Spell ~ Detoxify			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Detoxify		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Dimensional Lock)		KEY:Arcane Portal  Domain Spell ~ Dimensional Lock			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Dimensional Lock		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Discern Location)		KEY:Arcane Knowledge  Domain Spell ~ Discern Location			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Discern Location		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Discern Location)		KEY:Arcane Oracle  Domain Spell ~ Discern Location			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Discern Location		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Discern Location)		KEY:Arcane Planning  Domain Spell ~ Discern Location			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Discern Location		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Discern Location)		KEY:Arcane Retribution  Domain Spell ~ Discern Location			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Discern Location		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Earthquake)		KEY:Arcane Cavern  Domain Spell ~ Earthquake			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Earthquake		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Earthquake)		KEY:Arcane Destruction  Domain Spell ~ Earthquake			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Earthquake		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Forcecage)		KEY:Arcane Craft  Domain Spell ~ Forcecage			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Forcecage		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Foresight)		KEY:Arcane Time  Domain Spell ~ Foresight			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Foresight		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
Arcane Domain Spell 8 (Heal (Mass))		KEY:Arcane Community  Domain Spell ~ Heal (Mass)			CATEGORY:Special Ability	TYPE:ArcaneClericSpell.Level8	SPELLKNOWN:CLASS|SPELLCASTER.Arcane=8|Heal (Mass)		COST:0		PREVARGTEQ:ArcaneClericSpells,1	PRESPELLTYPE:1,ARCANE=8
